	0
AC010608.1	AC010608.1
WSPAR	WSPAR
C5orf15	C5orf15
VDAC1	VDAC1
AC008608.2	AC008608.2
TCF7	TCF7
SKP1	SKP1
AC104109.3	AC104109.3
PPP2CA	PPP2CA
AC104109.2	AC104109.2
CDKL3	CDKL3
UBE2B	UBE2B
AC109454.2	AC109454.2
CDKN2AIPNL	CDKN2AIPNL
AC109454.3	AC109454.3
AC005355.1	AC005355.1
LINC01843	LINC01843
JADE2	JADE2
SAR1B	SAR1B
SEC24A	SEC24A
CAMLG	CAMLG
DDX46	DDX46
C5orf24	C5orf24
TXNDC15	TXNDC15
PCBD2	PCBD2
CATSPER3	CATSPER3
PITX1	PITX1
C5orf66	C5orf66
AC008406.3	AC008406.3
C5orf66-AS1	C5orf66-AS1
AC008406.2	AC008406.2
AC008406.1	AC008406.1
C5orf66-AS2	C5orf66-AS2
H2AFY	H2AFY
AC026691.1	AC026691.1
DCANP1	DCANP1
TIFAB	TIFAB
AC022092.1	AC022092.1
NEUROG1	NEUROG1
AC034206.1	AC034206.1
CXCL14	CXCL14
SLC25A48	SLC25A48
LINC01959	LINC01959
IL9	IL9
AC002428.2	AC002428.2
AC002428.1	AC002428.1
LECT2	LECT2
TGFBI	TGFBI
SMAD5-AS1	SMAD5-AS1
SMAD5	SMAD5
SMIM32	SMIM32
TRPC7	TRPC7
TRPC7-AS1	TRPC7-AS1
TRPC7-AS2	TRPC7-AS2
AC063980.1	AC063980.1
AC112178.1	AC112178.1
AC109439.2	AC109439.2
SPOCK1	SPOCK1
KLHL3	KLHL3
HNRNPA0	HNRNPA0
AC106791.2	AC106791.2
AC106791.1	AC106791.1
MYOT	MYOT
PKD2L2	PKD2L2
FAM13B	FAM13B
AC113382.1	AC113382.1
AC113382.2	AC113382.2
WNT8A	WNT8A
NME5	NME5
BRD8	BRD8
KIF20A	KIF20A
CDC23	CDC23
GFRA3	GFRA3
CDC25C	CDC25C
FAM53C	FAM53C
AC104116.1	AC104116.1
KDM3B	KDM3B
REEP2	REEP2
EGR1	EGR1
ETF1	ETF1
HSPA9	HSPA9
CTNNA1	CTNNA1
AC034243.1	AC034243.1
LRRTM2	LRRTM2
SIL1	SIL1
AC011405.1	AC011405.1
MATR3	MATR3
SNHG4	SNHG4
MATR3	MATR3
PAIP2	PAIP2
AC135457.1	AC135457.1
SLC23A1	SLC23A1
MZB1	MZB1
PROB1	PROB1
SPATA24	SPATA24
DNAJC18	DNAJC18
AC142391.1	AC142391.1
ECSCR	ECSCR
SMIM33	SMIM33
TMEM173	TMEM173
UBE2D2	UBE2D2
AC113361.1	AC113361.1
CXXC5	CXXC5
CXXC5-AS1	CXXC5-AS1
AC008667.1	AC008667.1
PSD2-AS1	PSD2-AS1
AC008667.3	AC008667.3
AC008667.4	AC008667.4
PSD2	PSD2
NRG2	NRG2
AC008667.2	AC008667.2
MALINC1	MALINC1
PURA	PURA
IGIP	IGIP
CYSTM1	CYSTM1
PFDN1	PFDN1
HBEGF	HBEGF
AC008438.2	AC008438.2
SLC4A9	SLC4A9
AC008438.1	AC008438.1
ANKHD1	ANKHD1
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3
SRA1	SRA1
EIF4EBP3	EIF4EBP3
APBB3	APBB3
SLC35A4	SLC35A4
CD14	CD14
NDUFA2	NDUFA2
TMCO6	TMCO6
IK	IK
WDR55	WDR55
DND1	DND1
HARS	HARS
HARS2	HARS2
ZMAT2	ZMAT2
PCDHA1	PCDHA1
AC005609.5	AC005609.5
PCDHA2	PCDHA2
PCDHA3	PCDHA3
PCDHA4	PCDHA4
PCDHA5	PCDHA5
PCDHA6	PCDHA6
PCDHA7	PCDHA7
PCDHA8	PCDHA8
PCDHA9	PCDHA9
AC005609.2	AC005609.2
PCDHA10	PCDHA10
AC005609.4	AC005609.4
PCDHA11	PCDHA11
PCDHA12	PCDHA12
AC005609.3	AC005609.3
AC005609.1	AC005609.1
PCDHA13	PCDHA13
PCDHAC1	PCDHAC1
AC010223.1	AC010223.1
PCDHAC2	PCDHAC2
AC244517.5	AC244517.5
PCDHB1	PCDHB1
AC244517.9	AC244517.9
PCDHB2	PCDHB2
AC244517.2	AC244517.2
PCDHB3	PCDHB3
AC244517.1	AC244517.1
PCDHB4	PCDHB4
PCDHB5	PCDHB5
AC244517.11	AC244517.11
PCDHB6	PCDHB6
AC244517.12	AC244517.12
PCDHB7	PCDHB7
PCDHB8	PCDHB8
PCDHB16	PCDHB16
AC244517.6	AC244517.6
AC244517.4	AC244517.4
PCDHB9	PCDHB9
AC244517.7	AC244517.7
PCDHB10	PCDHB10
PCDHB11	PCDHB11
PCDHB12	PCDHB12
PCDHB13	PCDHB13
PCDHB14	PCDHB14
AC244517.10	AC244517.10
PCDHB15	PCDHB15
TAF7	TAF7
SLC25A2	SLC25A2
AC005618.1	AC005618.1
PCDHGA1	PCDHGA1
PCDHGA2	PCDHGA2
PCDHGA3	PCDHGA3
PCDHGB1	PCDHGB1
AC005618.3	AC005618.3
PCDHGA4	PCDHGA4
PCDHGB2	PCDHGB2
PCDHGA5	PCDHGA5
PCDHGB3	PCDHGB3
PCDHGA6	PCDHGA6
PCDHGA7	PCDHGA7
PCDHGB4	PCDHGB4
PCDHGA8	PCDHGA8
PCDHGB5	PCDHGB5
PCDHGA9	PCDHGA9
PCDHGB6	PCDHGB6
PCDHGA10	PCDHGA10
PCDHGB7	PCDHGB7
PCDHGA11	PCDHGA11
AC005618.2	AC005618.2
PCDHGA12	PCDHGA12
PCDHGC3	PCDHGC3
PCDHGC4	PCDHGC4
PCDHGC5	PCDHGC5
DIAPH1	DIAPH1
AC008781.2	AC008781.2
AC008781.1	AC008781.1
HDAC3	HDAC3
RELL2	RELL2
FCHSD1	FCHSD1
ARAP3	ARAP3
AC005753.1	AC005753.1
PCDH1	PCDH1
DELE1	DELE1
PCDH12	PCDH12
AC005740.4	AC005740.4
RNF14	RNF14
AC005740.3	AC005740.3
GNPDA1	GNPDA1
NDFIP1	NDFIP1
SPRY4	SPRY4
SPRY4-AS1	SPRY4-AS1
FGF1	FGF1
AC005592.1	AC005592.1
LINC01844	LINC01844
ARHGAP26	ARHGAP26
ARHGAP26-AS1	ARHGAP26-AS1
NR3C1	NR3C1
AC016598.1	AC016598.1
AC016598.2	AC016598.2
HMHB1	HMHB1
YIPF5	YIPF5
KCTD16	KCTD16
AC132803.1	AC132803.1
AC137770.1	AC137770.1
AC008700.1	AC008700.1
PRELID2	PRELID2
GRXCR2	GRXCR2
SH3RF2	SH3RF2
PLAC8L1	PLAC8L1
AC091887.1	AC091887.1
LARS	LARS
AC091959.3	AC091959.3
RBM27	RBM27
AC011396.2	AC011396.2
POU4F3	POU4F3
AC011396.1	AC011396.1
TCERG1	TCERG1
GPR151	GPR151
AC008728.1	AC008728.1
PPP2R2B	PPP2R2B
STK32A-AS1	STK32A-AS1
STK32A	STK32A
DPYSL3	DPYSL3
AC011373.1	AC011373.1
JAKMIP2-AS1	JAKMIP2-AS1
JAKMIP2	JAKMIP2
SPINK1	SPINK1
SCGB3A2	SCGB3A2
C5orf46	C5orf46
AC011352.1	AC011352.1
AC011352.3	AC011352.3
SPINK5	SPINK5
SPINK14	SPINK14
SPINK6	SPINK6
MARCOL	MARCOL
SPINK13	SPINK13
AC091948.1	AC091948.1
SPINK7	SPINK7
SPINK9	SPINK9
FBXO38	FBXO38
AC114939.1	AC114939.1
HTR4	HTR4
ADRB2	ADRB2
SH3TC2	SH3TC2
AC116312.1	AC116312.1
SH3TC2-DT	SH3TC2-DT
ABLIM3	ABLIM3
AC012613.1	AC012613.1
AC012613.2	AC012613.2
AFAP1L1	AFAP1L1
GRPEL2	GRPEL2
GRPEL2-AS1	GRPEL2-AS1
PCYOX1L	PCYOX1L
IL17B	IL17B
AC131025.1	AC131025.1
CARMN	CARMN
AC131025.2	AC131025.2
CSNK1A1	CSNK1A1
ARHGEF37	ARHGEF37
PPARGC1B	PPARGC1B
PDE6A	PDE6A
SLC26A2	SLC26A2
TIGD6	TIGD6
HMGXB3	HMGXB3
CSF1R	CSF1R
PDGFRB	PDGFRB
CDX1	CDX1
SLC6A7	SLC6A7
CAMK2A	CAMK2A
ARSI	ARSI
TCOF1	TCOF1
CD74	CD74
RPS14	RPS14
NDST1-AS1	NDST1-AS1
NDST1	NDST1
SYNPO	SYNPO
AC011383.1	AC011383.1
MYOZ3	MYOZ3
AC008453.1	AC008453.1
RBM22	RBM22
DCTN4	DCTN4
SMIM3	SMIM3
IRGM	IRGM
ZNF300	ZNF300
GPX3	GPX3
TNIP1	TNIP1
ANXA6	ANXA6
AC008641.1	AC008641.1
CCDC69	CCDC69
GM2A	GM2A
SLC36A3	SLC36A3
SLC36A2	SLC36A2
SLC36A1	SLC36A1
FAT2	FAT2
AC011337.1	AC011337.1
AC011374.1	AC011374.1
SPARC	SPARC
CLMAT3	CLMAT3
AC011374.2	AC011374.2
ATOX1	ATOX1
AC091982.1	AC091982.1
AC091982.3	AC091982.3
G3BP1	G3BP1
GLRA1	GLRA1
LINC01933	LINC01933
NMUR2	NMUR2
LINC01470	LINC01470
GRIA1	GRIA1
LINC01861	LINC01861
AC091962.1	AC091962.1
FAM114A2	FAM114A2
MFAP3	MFAP3
GALNT10	GALNT10
SAP30L-AS1	SAP30L-AS1
SAP30L	SAP30L
HAND1	HAND1
AC026688.2	AC026688.2
LARP1	LARP1
FAXDC2	FAXDC2
CNOT8	CNOT8
GEMIN5	GEMIN5
MRPL22	MRPL22
KIF4B	KIF4B
SGCD	SGCD
AC025434.1	AC025434.1
PPP1R2B	PPP1R2B
TIMD4	TIMD4
HAVCR1	HAVCR1
HAVCR2	HAVCR2
AC011377.1	AC011377.1
MED7	MED7
ITK	ITK
FAM71B	FAM71B
AC010609.1	AC010609.1
AC009185.1	AC009185.1
CYFIP2	CYFIP2
FNDC9	FNDC9
AC008676.1	AC008676.1
ADAM19	ADAM19
NIPAL4	NIPAL4
AC106801.1	AC106801.1
SOX30	SOX30
C5orf52	C5orf52
THG1L	THG1L
LSM11	LSM11
CLINT1	CLINT1
AC025437.5	AC025437.5
AC025437.4	AC025437.4
AC025437.3	AC025437.3
AC025437.2	AC025437.2
AC025437.1	AC025437.1
LINC02227	LINC02227
AC091979.1	AC091979.1
AC091979.2	AC091979.2
AC091939.1	AC091939.1
EBF1	EBF1
AC136424.2	AC136424.2
AC136424.1	AC136424.1
LINC02202	LINC02202
RNF145	RNF145
AC134043.1	AC134043.1
LINC01932	LINC01932
UBLCP1	UBLCP1
AC008691.1	AC008691.1
IL12B	IL12B
LINC01845	LINC01845
AC008703.1	AC008703.1
LINC01847	LINC01847
ADRA1B	ADRA1B
TTC1	TTC1
PWWP2A	PWWP2A
FABP6	FABP6
AC008609.1	AC008609.1
CCNJL	CCNJL
C1QTNF2	C1QTNF2
ZBED8	ZBED8
SLU7	SLU7
PTTG1	PTTG1
MIR3142HG	MIR3142HG
ATP10B	ATP10B
AC008456.1	AC008456.1
AC011363.1	AC011363.1
LINC02159	LINC02159
GABRB2	GABRB2
GABRA6	GABRA6
AC091944.1	AC091944.1
GABRA1	GABRA1
LINC01202	LINC01202
GABRG2	GABRG2
AC113414.1	AC113414.1
CCNG1	CCNG1
NUDCD2	NUDCD2
HMMR	HMMR
HMMR-AS1	HMMR-AS1
MAT2B	MAT2B
AC008662.1	AC008662.1
AC008662.2	AC008662.2
AC109466.1	AC109466.1
LINC02143	LINC02143
LINC01938	LINC01938
AC008415.1	AC008415.1
AC114321.1	AC114321.1
LINC01947	LINC01947
AC091819.2	AC091819.2
AC091819.1	AC091819.1
TENM2	TENM2
AC091820.2	AC091820.2
AC091820.1	AC091820.1
AC008601.1	AC008601.1
AC008708.2	AC008708.2
AC008464.1	AC008464.1
AC008705.1	AC008705.1
AC011369.1	AC011369.1
AC008637.1	AC008637.1
WWC1	WWC1
RARS	RARS
FBLL1	FBLL1
PANK3	PANK3
AC011365.2	AC011365.2
SLIT3	SLIT3
AC011365.1	AC011365.1
AC011389.2	AC011389.2
AC011389.1	AC011389.1
SPDL1	SPDL1
DOCK2	DOCK2
AC008680.1	AC008680.1
FAM196B	FAM196B
FOXI1	FOXI1
LINC01187	LINC01187
C5orf58	C5orf58
LCP2	LCP2
AC034199.1	AC034199.1
LINC01366	LINC01366
KCNIP1	KCNIP1
KCNMB1	KCNMB1
AC027306.1	AC027306.1
AC008619.1	AC008619.1
AC027312.1	AC027312.1
AC008514.1	AC008514.1
GABRP	GABRP
RANBP17	RANBP17
AC091980.2	AC091980.2
TLX3	TLX3
NPM1	NPM1
FGF18	FGF18
AC011410.1	AC011410.1
SMIM23	SMIM23
FBXW11	FBXW11
STK10	STK10
EFCAB9	EFCAB9
UBTD2	UBTD2
SH3PXD2B	SH3PXD2B
LINC01944	LINC01944
NEURL1B	NEURL1B
AC027309.1	AC027309.1
AC022217.2	AC022217.2
AC022217.3	AC022217.3
DUSP1	DUSP1
AC110011.1	AC110011.1
ERGIC1	ERGIC1
AC008429.1	AC008429.1
AC008429.3	AC008429.3
RPL26L1	RPL26L1
ATP6V0E1	ATP6V0E1
CREBRF	CREBRF
AC008378.1	AC008378.1
BNIP1	BNIP1
NKX2-5	NKX2-5
STC2	STC2
AC016573.1	AC016573.1
AC008632.1	AC008632.1
AC008663.1	AC008663.1
AC008663.3	AC008663.3
AC008663.2	AC008663.2
BOD1	BOD1
LINC01863	LINC01863
LINC01942	LINC01942
LINC01484	LINC01484
LINC01485	LINC01485
CPEB4	CPEB4
C5orf47	C5orf47
NSG2	NSG2
AC113423.1	AC113423.1
AC113423.2	AC113423.2
AC025752.1	AC025752.1
LINC01411	LINC01411
AC108112.1	AC108112.1
MSX2	MSX2
AC113346.2	AC113346.2
AC113346.1	AC113346.1
LINC01951	LINC01951
AC008413.2	AC008413.2
DRD1	DRD1
SFXN1	SFXN1
HRH2	HRH2
CPLX2	CPLX2
THOC3	THOC3
AC138965.1	AC138965.1
AC139491.3	AC139491.3
AC139491.1	AC139491.1
FAM153B	FAM153B
AC139491.7	AC139491.7
AC139491.4	AC139491.4
SIMC1	SIMC1
KIAA1191	KIAA1191
AC138956.1	AC138956.1
AC138956.2	AC138956.2
ARL10	ARL10
NOP16	NOP16
HIGD2A	HIGD2A
CLTB	CLTB
FAF2	FAF2
RNF44	RNF44
CDHR2	CDHR2
GPRIN1	GPRIN1
SNCB	SNCB
EIF4E1B	EIF4E1B
TSPAN17	TSPAN17
AC113391.1	AC113391.1
AC113391.2	AC113391.2
LINC01574	LINC01574
UNC5A	UNC5A
HK3	HK3
UIMC1	UIMC1
ZNF346	ZNF346
FGFR4	FGFR4
NSD1	NSD1
RAB24	RAB24
MXD3	MXD3
PRELID1	PRELID1
LMAN2	LMAN2
RGS14	RGS14
SLC34A1	SLC34A1
PFN3	PFN3
F12	F12
GRK6	GRK6
PRR7-AS1	PRR7-AS1
PRR7	PRR7
DBN1	DBN1
PDLIM7	PDLIM7
AC145098.1	AC145098.1
DOK3	DOK3
DDX41	DDX41
FAM193B	FAM193B
AC139795.3	AC139795.3
TMED9	TMED9
B4GALT7	B4GALT7
AC139795.2	AC139795.2
AC138819.1	AC138819.1
FAM153A	FAM153A
AC140125.2	AC140125.2
AC140125.1	AC140125.1
AC140125.3	AC140125.3
AC106795.3	AC106795.3
AC106795.2	AC106795.2
AC106795.5	AC106795.5
PROP1	PROP1
FAM153C	FAM153C
N4BP3	N4BP3
RMND5B	RMND5B
NHP2	NHP2
HNRNPAB	HNRNPAB
PHYKPL	PHYKPL
COL23A1	COL23A1
AC136601.1	AC136601.1
CLK4	CLK4
ZNF354A	ZNF354A
ZNF354B	ZNF354B
ZFP2	ZFP2
AC104117.5	AC104117.5
ZNF454	ZNF454
AC104117.3	AC104117.3
GRM6	GRM6
ZNF879	ZNF879
ZNF354C	ZNF354C
ADAMTS2	ADAMTS2
AC109479.3	AC109479.3
AC109479.1	AC109479.1
AC136628.1	AC136628.1
AC136628.4	AC136628.4
RUFY1	RUFY1
AC136604.2	AC136604.2
HNRNPH1	HNRNPH1
C5orf60	C5orf60
AC136604.3	AC136604.3
CBY3	CBY3
CANX	CANX
MAML1	MAML1
LTC4S	LTC4S
MGAT4B	MGAT4B
SQSTM1	SQSTM1
MRNIP	MRNIP
AC008393.1	AC008393.1
TBC1D9B	TBC1D9B
RNF130	RNF130
AC010285.1	AC010285.1
RASGEF1C	RASGEF1C
MAPK9	MAPK9
AC008610.1	AC008610.1
GFPT2	GFPT2
AC034213.1	AC034213.1
CNOT6	CNOT6
SCGB3A1	SCGB3A1
FLT4	FLT4
LINC02222	LINC02222
OR2Y1	OR2Y1
MGAT1	MGAT1
LINC00847	LINC00847
ZFP62	ZFP62
BTNL8	BTNL8
BTNL3	BTNL3
BTNL9	BTNL9
OR2V1	OR2V1
OR2V2	OR2V2
LINC01962	LINC01962
AC008443.5	AC008443.5
TRIM7	TRIM7
AC008443.6	AC008443.6
AC008443.4	AC008443.4
TRIM41	TRIM41
AC008443.2	AC008443.2
RACK1	RACK1
TRIM52	TRIM52
AC008443.3	AC008443.3
AC138035.1	AC138035.1
AC138035.2	AC138035.2
OR4F3	OR4F3
AL035696.3	AL035696.3
AL035696.1	AL035696.1
DUSP22	DUSP22
IRF4	IRF4
EXOC2	EXOC2
AL031770.1	AL031770.1
HUS1B	HUS1B
AL357054.4	AL357054.4
AL357054.2	AL357054.2
AL357054.3	AL357054.3
AL392183.1	AL392183.1
AL356130.1	AL356130.1
AL356130.2	AL356130.2
AL033381.2	AL033381.2
AL033381.1	AL033381.1
FOXQ1	FOXQ1
LINC01394	LINC01394
AL034346.1	AL034346.1
FOXF2	FOXF2
AL512329.2	AL512329.2
FOXCUT	FOXCUT
FOXC1	FOXC1
GMDS	GMDS
GMDS-DT	GMDS-DT
AL031768.1	AL031768.1
LINC01600	LINC01600
LINC02521	LINC02521
MYLK4	MYLK4
WRNIP1	WRNIP1
SERPINB1	SERPINB1
SERPINB9P1	SERPINB9P1
SERPINB9	SERPINB9
AL133351.2	AL133351.2
SERPINB6	SERPINB6
LINC01011	LINC01011
NQO2	NQO2
AL133351.1	AL133351.1
AL031963.2	AL031963.2
RIPK1	RIPK1
AL031963.3	AL031963.3
BPHL	BPHL
AL031963.1	AL031963.1
TUBB2A	TUBB2A
LINC02525	LINC02525
TUBB2B	TUBB2B
PSMG4	PSMG4
SLC22A23	SLC22A23
AL445309.1	AL445309.1
AL138881.1	AL138881.1
PXDC1	PXDC1
AL391422.3	AL391422.3
FAM50B	FAM50B
AL590004.3	AL590004.3
AL590004.4	AL590004.4
AL138831.2	AL138831.2
AL138831.1	AL138831.1
PRPF4B	PRPF4B
FAM217A	FAM217A
C6orf201	C6orf201
ECI2	ECI2
AL136309.4	AL136309.4
AL136309.2	AL136309.2
AL136309.3	AL136309.3
AL162718.1	AL162718.1
AL159166.1	AL159166.1
LINC02533	LINC02533
AL034376.2	AL034376.2
AL034376.1	AL034376.1
CDYL	CDYL
AL356747.1	AL356747.1
AL022725.1	AL022725.1
RPP40	RPP40
AL359643.3	AL359643.3
AL359643.2	AL359643.2
PPP1R3G	PPP1R3G
LYRM4	LYRM4
FARS2	FARS2
AL021328.1	AL021328.1
AL022097.1	AL022097.1
AL136307.1	AL136307.1
NRN1	NRN1
F13A1	F13A1
LY86-AS1	LY86-AS1
LY86	LY86
AL031123.2	AL031123.2
AL031123.1	AL031123.1
AL136361.1	AL136361.1
AL158817.1	AL158817.1
AL139390.1	AL139390.1
RREB1	RREB1
SSR1	SSR1
AL139095.4	AL139095.4
CAGE1	CAGE1
RIOK1	RIOK1
AL031058.1	AL031058.1
DSP	DSP
SNRNP48	SNRNP48
BMP6	BMP6
TXNDC5	TXNDC5
BLOC1S5-TXNDC5	BLOC1S5-TXNDC5
BLOC1S5	BLOC1S5
EEF1E1-BLOC1S5	EEF1E1-BLOC1S5
EEF1E1	EEF1E1
AL359378.1	AL359378.1
SLC35B3	SLC35B3
AL137220.1	AL137220.1
TFAP2A	TFAP2A
AL138885.3	AL138885.3
TFAP2A-AS1	TFAP2A-AS1
AL138885.2	AL138885.2
LINC00518	LINC00518
MIR5689HG	MIR5689HG
LINC02522	LINC02522
GCNT2	GCNT2
AL139039.3	AL139039.3
C6orf52	C6orf52
PAK1IP1	PAK1IP1
TMEM14C	TMEM14C
AL024498.1	AL024498.1
TMEM14B	TMEM14B
AL024498.2	AL024498.2
MAK	MAK
GCM2	GCM2
AL357497.1	AL357497.1
SYCP2L	SYCP2L
ELOVL2	ELOVL2
ELOVL2-AS1	ELOVL2-AS1
SMIM13	SMIM13
ERVFRD-1	ERVFRD-1
AL139807.1	AL139807.1
NEDD9	NEDD9
AL445430.1	AL445430.1
AL445430.2	AL445430.2
TMEM170B	TMEM170B
AL357518.1	AL357518.1
ADTRP	ADTRP
AL022724.1	AL022724.1
AL157373.1	AL157373.1
AL157373.2	AL157373.2
HIVEP1	HIVEP1
EDN1	EDN1
LINC02530	LINC02530
PHACTR1	PHACTR1
AL008729.1	AL008729.1
TBC1D7	TBC1D7
AL008729.2	AL008729.2
GFOD1	GFOD1
GFOD1-AS1	GFOD1-AS1
SIRT5	SIRT5
AL441883.1	AL441883.1
NOL7	NOL7
RANBP9	RANBP9
MCUR1	MCUR1
AL023583.1	AL023583.1
RNF182	RNF182
AL022396.1	AL022396.1
CD83	CD83
AL353152.1	AL353152.1
LINC01108	LINC01108
AL080313.2	AL080313.2
AL080313.1	AL080313.1
AL109914.1	AL109914.1
AL138720.1	AL138720.1
AL136162.1	AL136162.1
JARID2	JARID2
JARID2-AS1	JARID2-AS1
DTNBP1	DTNBP1
LINC02543	LINC02543
MYLIP	MYLIP
GMPR	GMPR
AL009031.1	AL009031.1
ATXN1	ATXN1
AL137003.1	AL137003.1
AL137003.2	AL137003.2
STMND1	STMND1
RBM24	RBM24
CAP2	CAP2
FAM8A1	FAM8A1
NUP153	NUP153
AL138724.1	AL138724.1
KIF13A	KIF13A
NHLRC1	NHLRC1
TPMT	TPMT
KDM1B	KDM1B
DEK	DEK
RNF144B	RNF144B
MIR548A1HG	MIR548A1HG
AL357052.1	AL357052.1
AL022068.1	AL022068.1
ID4	ID4
MBOAT1	MBOAT1
AL158198.1	AL158198.1
E2F3	E2F3
CDKAL1	CDKAL1
AL513188.1	AL513188.1
AL031767.1	AL031767.1
LINC00581	LINC00581
AL512380.1	AL512380.1
AL512380.2	AL512380.2
SOX4	SOX4
CASC15	CASC15
NBAT1	NBAT1
AL359694.2	AL359694.2
PRL	PRL
HDGFL1	HDGFL1
AL033539.1	AL033539.1
AL035401.1	AL035401.1
AL139231.1	AL139231.1
NRSN1	NRSN1
DCDC2	DCDC2
KAAG1	KAAG1
MRS2	MRS2
GPLD1	GPLD1
ALDH5A1	ALDH5A1
KIAA0319	KIAA0319
TDP2	TDP2
ACOT13	ACOT13
AL031775.1	AL031775.1
C6orf62	C6orf62
AL031775.2	AL031775.2
AL133264.2	AL133264.2
GMNN	GMNN
ARMH2	ARMH2
AL512428.1	AL512428.1
RIPOR2	RIPOR2
AL133268.3	AL133268.3
AL133268.2	AL133268.2
CARMIL1	CARMIL1
SCGN	SCGN
HIST1H2AA	HIST1H2AA
HIST1H2BA	HIST1H2BA
SLC17A4	SLC17A4
SLC17A1	SLC17A1
SLC17A3	SLC17A3
SLC17A2	SLC17A2
TRIM38	TRIM38
U91328.2	U91328.2
U91328.1	U91328.1
U91328.3	U91328.3
HIST1H1A	HIST1H1A
HIST1H3A	HIST1H3A
HIST1H4A	HIST1H4A
HIST1H4B	HIST1H4B
HIST1H3B	HIST1H3B
HIST1H2AB	HIST1H2AB
HIST1H2BB	HIST1H2BB
HIST1H3C	HIST1H3C
HIST1H1C	HIST1H1C
HFE	HFE
HIST1H4C	HIST1H4C
HIST1H1T	HIST1H1T
HIST1H2BC	HIST1H2BC
HIST1H2AC	HIST1H2AC
HIST1H1E	HIST1H1E
HIST1H2BD	HIST1H2BD
AL353759.1	AL353759.1
HIST1H2BE	HIST1H2BE
HIST1H4D	HIST1H4D
AL031777.3	AL031777.3
HIST1H3D	HIST1H3D
HIST1H2AD	HIST1H2AD
HIST1H2BF	HIST1H2BF
HIST1H4E	HIST1H4E
HIST1H2BG	HIST1H2BG
HIST1H2AE	HIST1H2AE
HIST1H3E	HIST1H3E
HIST1H1D	HIST1H1D
HIST1H4F	HIST1H4F
HIST1H4G	HIST1H4G
HIST1H3F	HIST1H3F
HIST1H2BH	HIST1H2BH
HIST1H3G	HIST1H3G
HIST1H2BI	HIST1H2BI
HIST1H4H	HIST1H4H
BTN3A2	BTN3A2
BTN2A2	BTN2A2
BTN3A1	BTN3A1
BTN3A3	BTN3A3
BTN2A1	BTN2A1
BTN1A1	BTN1A1
HCG11	HCG11
HMGN4	HMGN4
AL121936.1	AL121936.1
ABT1	ABT1
AL513548.3	AL513548.3
ZNF322	ZNF322
AL513548.1	AL513548.1
LINC00240	LINC00240
AL133255.1	AL133255.1
AL021807.1	AL021807.1
HIST1H2BJ	HIST1H2BJ
HIST1H2AG	HIST1H2AG
HIST1H4I	HIST1H4I
HIST1H2BK	HIST1H2BK
HIST1H2AH	HIST1H2AH
PRSS16	PRSS16
POM121L2	POM121L2
ZNF391	ZNF391
AL031118.1	AL031118.1
ZNF184	ZNF184
AL009179.1	AL009179.1
HIST1H2BL	HIST1H2BL
HIST1H2AI	HIST1H2AI
HIST1H3H	HIST1H3H
HIST1H2AJ	HIST1H2AJ
HIST1H2BM	HIST1H2BM
HIST1H4J	HIST1H4J
HIST1H4K	HIST1H4K
HIST1H2BN	HIST1H2BN
HIST1H2AK	HIST1H2AK
HIST1H2AL	HIST1H2AL
HIST1H1B	HIST1H1B
HIST1H3I	HIST1H3I
HIST1H4L	HIST1H4L
HIST1H3J	HIST1H3J
HIST1H2AM	HIST1H2AM
HIST1H2BO	HIST1H2BO
OR2B2	OR2B2
OR2B6	OR2B6
AL121944.1	AL121944.1
ZNF165	ZNF165
ZSCAN16-AS1	ZSCAN16-AS1
ZSCAN16	ZSCAN16
AL358933.1	AL358933.1
ZKSCAN8	ZKSCAN8
ZSCAN9	ZSCAN9
ZKSCAN4	ZKSCAN4
NKAPL	NKAPL
ZSCAN26	ZSCAN26
AL021997.3	AL021997.3
PGBD1	PGBD1
ZSCAN31	ZSCAN31
ZKSCAN3	ZKSCAN3
ZSCAN12	ZSCAN12
ZSCAN23	ZSCAN23
GPX6	GPX6
GPX5	GPX5
ZBED9	ZBED9
AL049543.1	AL049543.1
LINC00533	LINC00533
AL662890.1	AL662890.1
LINC01623	LINC01623
HCG14	HCG14
TRIM27	TRIM27
LINC01556	LINC01556
HCG15	HCG15
AL662791.1	AL662791.1
ZNF311	ZNF311
AL662791.2	AL662791.2
OR2W1	OR2W1
OR2B3	OR2B3
OR2J1	OR2J1
OR2J3	OR2J3
AL645937.2	AL645937.2
AL645937.4	AL645937.4
OR2J2	OR2J2
OR14J1	OR14J1
OR5V1	OR5V1
OR12D3	OR12D3
OR12D2	OR12D2
OR11A1	OR11A1
OR10C1	OR10C1
OR2H1	OR2H1
MAS1L	MAS1L
AL662860.1	AL662860.1
LINC01015	LINC01015
OR2I1P	OR2I1P
UBD	UBD
GABBR1	GABBR1
OR2H2	OR2H2
MOG	MOG
ZFP57	ZFP57
HLA-F	HLA-F
AL645939.4	AL645939.4
HLA-G	HLA-G
AL645929.2	AL645929.2
HLA-A	HLA-A
HCG9	HCG9
ZNRD1	ZNRD1
PPP1R11	PPP1R11
RNF39	RNF39
TRIM31	TRIM31
TRIM31-AS1	TRIM31-AS1
TRIM40	TRIM40
TRIM10	TRIM10
TRIM15	TRIM15
TRIM26	TRIM26
HCG17	HCG17
HCG18	HCG18
TRIM39	TRIM39
